,pairID,Flickr30kID,hypothesis,gold_label,explanation
11684,319870744.jpg#3r1n,319870744.jpg,a man sits and waits on top of the rocky mountains.,neutral,"A man is sitting on top of some rocky mountains, but we don't know if he is waiting or just tired and catching his breath."
4208,3223809913.jpg#3r1e,3223809913.jpg,A man is skateboarding.,entailment,"""propels his skateboard into the air"" is same as ""skateboarding"""
4209,3223809913.jpg#3r1c,3223809913.jpg,A man is riding his bike on a sidewalk.,contradiction,The man can either be on his skateboard or on his bike.  A man can not ride a skateboard and a bike at the same time.
12917,3223809913.jpg#2r1n,3223809913.jpg,One skateboarder bet another skateboarder that he couldn't do the same trick he did.,neutral,Nothing to show that a bet has been placed or a competition that one skater couldn't do anothers' trick - just someone skateboarding whilst someone watches.
6793,2640869832.jpg#4r1e,2640869832.jpg,Some men have skateboards.,entailment,Men with their skateboards means they have skateboards.
7436,2640869832.jpg#0r1c,2640869832.jpg,the three young men are playing with swords at the flea market,contradiction,Three young men in this picture are seen trying and playing
10621,2640869832.jpg#1r1n,2640869832.jpg,A young school boy talks to his friends on a park bench.,neutral,"It is unclear if the person looking at the person by his side is a school boy, whether they are currently engaged in talks, and if the people by him are his friends based solely on the photo."
1849,7252718418.jpg#3r1e,7252718418.jpg,A little girl is playing ball.,entailment,girl swinging at a baseball is same as girl is playing ball
1948,7252718418.jpg#1r1c,7252718418.jpg,"The young girl is in bed, sleeping.",contradiction,the young girl is playing softball or sleeping.
11847,7252718418.jpg#3r1n,7252718418.jpg,A little girl is trying out for baseball.,neutral,"A little girl is playing baseball, we do not know whether or not she is trying out, playing just for fun or already on a team."
3205,7784556300.jpg#2r1e,7784556300.jpg,A cameraman films the cyclists.,entailment,"When several cyclists make their way through a field as a cameraman films, the cameraman is filming the cyclists."
3207,7784556300.jpg#1r1c,7784556300.jpg,The man is indoors.,contradiction,"If the man is riding a bike, he can't be indoors."
11484,7784556300.jpg#4r1n,7784556300.jpg,A group of men cycle professionally.,neutral,They aren't only men . Some are woman.
5246,3525978606.jpg#0r1e,3525978606.jpg,the woman is working on the aircraft,entailment,Polishing an aircraft is working on the aircraft.
5236,3525978606.jpg#1r5c,3525978606.jpg,The woman is preparing to go on vacation.,contradiction,A vacation is a trip where you do not work so she would not be preparing for work and a vacation.
12739,3525978606.jpg#0r1n,3525978606.jpg,the woman is hot,neutral,even though there is a woman in the picture but not sure is she hot because she turned her back.
7708,3119887967.jpg#4r1e,3119887967.jpg,Man sees camera.,entailment,"If the man is pointing at the camera, it is understood he sees it."
7712,3119887967.jpg#0r1c,3119887967.jpg,Both men have their hands in their pockets.,contradiction,If both men have their hands in their pockets then one cannot also have arms outstretched
14379,3119887967.jpg#1r1n,3119887967.jpg,The two men  are members of the military.,neutral,We cant assure that The two men are members of the military.
9284,3640329164.jpg#0r1e,3640329164.jpg,There are people surfing.,entailment,A surfer riding waves infers that people are surfing.
10280,3640329164.jpg#4r1n,3640329164.jpg,The surfer is a woman.,contradiction,"The surfer is a man, not a woman."
10339,3640329164.jpg#0r1n,3640329164.jpg,There are people surfing in a competition.,neutral,we cant assure that There are people surfing in a competition.
7546,4480923732.jpg#3r1e,4480923732.jpg,A person on the phone holding a child.,entailment,a man is a person
7545,4480923732.jpg#3r1c,4480923732.jpg,A man puts a baby girl down for a nap.,contradiction,One can not holds a girl and puts a girl down simultaneously.
13043,4480923732.jpg#2r1n,4480923732.jpg,The baby belongs to the man.,neutral,we cant assure that the baby belongs to the man
6435,84509831.jpg#0r1e,84509831.jpg,A young boy holds a shovel close to the ocean.,entailment,The boy is near the ocean which means he is close to it.
2610,84509831.jpg#4r1c,84509831.jpg,A boy is standing still.,contradiction,One is either running or standing still. You cannot do both simultaneously.
9734,84509831.jpg#0r1n,84509831.jpg,A young man is metal detecting on the beach.,neutral,There is a boy on the beach it is unclear if that is a metal detector in his hand.
1348,6870444330.jpg#2r1e,6870444330.jpg,a male is holding a microphone,entailment,both subjects are holding a microphone
245,6870444330.jpg#3r1c,6870444330.jpg,Women are knitting.,contradiction,Is it a man or is it women?
13686,6870444330.jpg#3r1n,6870444330.jpg,A man is waiting to perform.,neutral,"A man is holding a microphone, which might mean that he will perform. We cannot tell if he is waiting, performing, or finished."
13328,6315352509.jpg#0r1n,6315352509.jpg,The driver is racing.,entailment,"yes, The driver is racing."
3050,6315352509.jpg#4r1c,6315352509.jpg,A plane on a runway.,contradiction,There cannot be a race car on a runway.
10876,6315352509.jpg#2r1n,6315352509.jpg,a car on it way to the edge of the road,neutral,It is not sure whether the car is on its way to the edge or ahead the center.
12303,4410033566.jpg#2r1n,4410033566.jpg,A man is leaning in the kitchen,entailment,The picture clearly shows a man leaning in a kitchen.
5921,4410033566.jpg#4r4c,4410033566.jpg,Nobody is leaning,contradiction,A man means at least one and nobody mean none.
14668,4410033566.jpg#4r1n,4410033566.jpg,A person is leaning on a table talking to a friend.,neutral,the man is leaning on a table but nothing to suggest he is talking to a friend.
6832,549520317.jpg#0r1e,549520317.jpg,Little boy provided with red coat and tan pants.,entailment,If you are in the red coat and th tan pants you are with a red coat and tan pants
6829,549520317.jpg#2r1c,549520317.jpg,"Ten monks chant ""Ave Maria"" in a cloister.",contradiction,Monks are not comprised of a little boy.
10758,549520317.jpg#3r1n,549520317.jpg,A toddler in tan pants and red hoodie on a slide at a picnic,neutral,There is a toddler in tan pants and a red hoodie sliding but you cannot tell if this is at a picnic.
655,4494095559.jpg#3r1e,4494095559.jpg,A person rides on a skateboard.,entailment,Rides on a skateboard is a form skating.
656,4494095559.jpg#3r1c,4494095559.jpg,A man is riding a bicycle.,contradiction,"It's implied that the skateboarder is the man. He's skating, which means he can't be riding a bicycle."
11003,4494095559.jpg#1r1n,4494095559.jpg,A man is zooming past a bench on a skateboard.,neutral,"The man is on his skateboard, but you can't tell wheather he's going fast or passing a bench"
4407,5384132543.jpg#2r1e,5384132543.jpg,A man is leaping into the air.,entailment,A man is jumping off a dock into the air into a body of water.
4406,5384132543.jpg#4r1c,5384132543.jpg,A cat does a back flip into the water.,contradiction,a person is not a cat
13178,5384132543.jpg#1r1n,5384132543.jpg,A criminal leaps into the water to escape the police dogs chasing behind him.,neutral,"A man leaps into water, no indication of police dogs or that he is escaping"
5884,388837010.jpg#3r1e,388837010.jpg,The children are near horses.,entailment,They have to be near the horses to pet them.
8150,388837010.jpg#0r1c,388837010.jpg,3 kids are looking at manatees through the fence,contradiction,3 kids are greater in number than two children.
10070,388837010.jpg#4r1n,388837010.jpg,The children are petting the horses and telling them hello.,neutral,it shows two children petting horses.
9905,7430272380.jpg#4r1n,7430272380.jpg,A man is about to throw a javelin.,entailment,The man  has a javelin in his hand and is about to throw it.
5894,7430272380.jpg#2r1c,7430272380.jpg,The man is wearing a wife beater.,contradiction,The subject cannot wear a shirt and a wife beater at the same time.
12001,7430272380.jpg#3r1n,7430272380.jpg,The man is going to run a marathon.,neutral,we cant assure that The man is going to run a marathon.
4199,4071750215.jpg#0r1e,4071750215.jpg,A little girl in an outfit stands in leaves.,entailment,A girl standing in leaves is a restatement of a girl standing in a pile of leaves.
12471,4071750215.jpg#1r1n,4071750215.jpg,A little girl is playing in the woods.,contradiction,not in the woods
10332,4071750215.jpg#4r1n,4071750215.jpg,A girl jumps into a pile of leaves after raking.,neutral,The girl is sitting in leaves. It is unclear if she jumped and whether it was after raking.
4247,1806580620.jpg#0r1e,1806580620.jpg,There's a girl in the picture that is smiling.,entailment,The girl in the picture is smiling
13486,1806580620.jpg#1r4n,1806580620.jpg,A young woman is wearing shades to protect her eyes from the bright sunlight and turns right as her friend screams for help.,contradiction,Although the woman is wearing shades it is unclear if its for protection from bright sunlight. She is not turning right and there is no friend that screams for help in the image.
14076,1806580620.jpg#1r2n,1806580620.jpg,The woman is posing for the camera.,neutral,"There is a woman in the picture, don't know if she is posing or if there is a camera involved"
5905,2700788458.jpg#3r1e,2700788458.jpg,A man and woman are wearing shorts.,entailment,People in a wooded area would be wearing something.
5907,2700788458.jpg#3r5c,2700788458.jpg,The man and woman are in the water.,contradiction,in a wooded area is contradictory to in the water
11620,2700788458.jpg#3r5n,2700788458.jpg,The man and woman are in the wooded area looking for their dog.,neutral,"You can see there is a man and woman in the picture near a wooded area, but looks as though they could be dancing; not looking for a dog. There is no way to know from this picture."
5818,4694894610.jpg#1r1e,4694894610.jpg,A man plays outside.,entailment,man plays an electric guitar on a city street implies that he is outside.
5817,4694894610.jpg#1r1c,4694894610.jpg,A man is in a concert hall.,contradiction,The man is either on a city street or in a concert hall.
12862,4694894610.jpg#0r1n,4694894610.jpg,A man is panhandling with his guitar.,neutral,"A man playing is guitar on the street, he may or may not be panhandling."
6867,2394003437.jpg#0r1e,2394003437.jpg,A boy rides on a Segway.,entailment,Rides a Segway and rides on a Segway are same thing
4205,2394003437.jpg#2r1c,2394003437.jpg,The boy is wearing a purple shirt and riding a skateboard.,contradiction,A boy can be driving either a segway or a skateboard.
13376,2394003437.jpg#3r1n,2394003437.jpg,A man racing on his scooter.,neutral,"A boy riding a scooter not a man, and nothing suggest racing"
2496,3707585013.jpg#1r1e,3707585013.jpg,A performer is playing a guitar.,entailment,A woman that is performing is a performer. Performing with a guitar means playing a guitar.
9352,3707585013.jpg#4r1c,3707585013.jpg,A heavy metal band plays an arena show.,contradiction,It cannot be both a small crowd and be an arena show
14603,3707585013.jpg#3r1n,3707585013.jpg,She is singing in front of a large audience.,neutral,"From image provided, I can not tell whether or not she is in front of a large audience."
