image,caption
7808717546.jpg, Some people paddling near the shore of a river .
7808717546.jpg, guy in the water paddling
7809919056.jpg," Small boy wearing light green T-shirt and off white pants , sports a black and black and white checked cap and vest ."
7809919056.jpg, Little boy looks off in the distance wearing a black and white checkered hat .
7809919056.jpg, A young boy on the street is wearing a policeman costume .
7809919056.jpg, A child in a vest and hat is posing for a picture .
7809919056.jpg, A young boy in a cap and vest looks at the camera .
78104952.jpg, Two women and two out of frame people playing a game of Monopoly .
78104952.jpg, The girl in red is taking her turn in the Monopoly game .
78104952.jpg, Three individuals are playing a game of Monopoly .
78104952.jpg, A group of people are playing Monopoly .
78104952.jpg, Three people are playing monopoly .
7810644900.jpg, Crazy looking modern day hippie listening to rage against the machine prepares to fall on his butt via skateboard .
7810644900.jpg, A man with dreadlocks is riding a skateboard down a street while smiling at the camera .
7810644900.jpg, A man in a green and white shirt and khakis skateboarding near sunset .
7810644900.jpg," A man , wearing a green shirt , is riding a skateboard down a street ."
7810644900.jpg, Man with dreadlocks on a skateboard in the middle of the street .
781118358.jpg," A little boy with brown curly hair , wearing a red shirt , is jumping on a white bed ."
781118358.jpg, The young boy in the red and blue outfit is poised in midair .
781118358.jpg, A young boy in a red shirt jumps on a bed .
781118358.jpg, A curly-haired boy jumps up on a bed .
781118358.jpg, A little boy jumping on the bed
7811652612.jpg," Two men of southeast Asian descent are sitting Indian style on a bamboo floor , playing chess while two young boys watch in the foreground ."
7811652612.jpg, A group of native adults and children are sitting in a circle playing a game .
7811652612.jpg, Dark-skinned native men play chess while seated on the ground .
7811652612.jpg, Several men are watching and enjoying a game of chess .
7811652612.jpg, Two guys are sitting playing chess .
7812612114.jpg, A soccer player in a white jersey is falling to the ground as players in green jerseys take the ball .
7812612114.jpg, Two green shirted soccer players attempt to secure the soccer ball from a player dressed in white .
7812612114.jpg, Two soccer teams are competing in a brightly-colored stadium filled with onlookers .
7812612114.jpg, A game of soccer where the opposing team in trying to gain the ball back .
7812612114.jpg, The men are in the middle of a soccer game .
7812870472.jpg," A stand full of people watch as the ref attempts to follow two players , the player to the left is number 12 and plays for a Canadian team which sport white colors , the other player ,  3 and wears lime green and light blue ."
7812870472.jpg," Two professional soccer players attempt to reach the ball first , with the fans in the stands looking on from the background ."
7812870472.jpg, Two football players chase the ball in packed stadium in a contest between the United States and Canada .
7812870472.jpg, A soccer game with a man in green and a man in white chasing down a soccer ball .
7812870472.jpg, Two teams are playing soccer while a crowd of people watch .
7813154662.jpg, A man in a yellow helmet is kayaking in a pink kayak with the phrase 'Scrambler 11' written on the left back side .
7813154662.jpg, A woman wearing a pink shirt and yellow helmet paddles around in a pink kayak .
7813154662.jpg," A person is in a pink kayak , paddling on a beautiful body of water ."
7813154662.jpg," Someone out Kayaking , Near a town , it is a beautiful day ."
7813154662.jpg, A person kayaking on a sunny day .
781387473.jpg, A little girl and her stuffed monkey seated on a ride above the fairgrounds .
781387473.jpg, A little girl sits on a Farris wheel seat next to a giant stuffed animal .
781387473.jpg, A girl sits on a ride with a stuffed animal next to her above a carnival .
781387473.jpg, A girl in a pink shirt on a carnival ride with a huge stuffed animal .
781387473.jpg, Girl and large stuffed animal riding an amuseument ride over a fair .
7814014742.jpg, Three people are riding motocross bikes along a dirt path .
7814014742.jpg, Three people racing on a dirt bike trail in a sandy area .
7814014742.jpg, Three bikes riding on a trail during motocross run .
7814014742.jpg, Three motor-cross bike racers in a competition .
7814014742.jpg, Three motorcyclists are racing on dirt bikes .
7814015428.jpg," A person , who appears to be male , is riding a dirt bike on a gravelly course ."
7814015428.jpg," Dirt biker on a professional riding course near an airport , composed of dirt ."
7814015428.jpg, A person wearing full biker gear is riding a BMX bike over hilly terrain .
7814015428.jpg, A biker wearing a red and white outfit is riding a dirt bike on a track .
7814015428.jpg, Someone riding a blue dirt bike on a dirt course .
78171801.jpg," A blue-eyed woman with red-hair and glasses looks up at the camera while holding a hamburger with a bite out of it , as she sits on a boat with four other young people who are drinking and eating ."
78171801.jpg, Two people eat hamburgers on lawn chairs while a third drinks a can of soda .
78171801.jpg, Three people in sunglasses are sitting down and eating or drinking .
78171801.jpg, A redheaded male and female are enjoying a burger by the sea .
78171801.jpg, Several people sit in an outdoor area eating food .
7817889978.jpg," A female climber attached to a rope is making her way up a steep , rocky slope in summer with a dramatic mountain background ."
7817889978.jpg," Well above the mountains timberline , this young woman seems to be safely equipped for scaling the sheer mountain wall ."
7817889978.jpg, A young woman in a blue helmet climbs a rope on the side of a grass-covered mountain .
7817889978.jpg, A woman uses a rope to climb a picturesque mountain .
7817889978.jpg, An Asian woman mountain climbing .
7817913726.jpg, A person wearing a red helmet and carrying a blue backpack is standing on a snowy ledge looking out at some mountains and a blue sky .
7817913726.jpg, A person in a red jacket overlooks a scenic view of snow covered mountains .
7817913726.jpg, A rock climber admiring the beautiful scene of a snowcapped mountaintop .
7817913726.jpg, A hiker stops to look at the snowy scenery while climbing the mountains .
7817913726.jpg, A mountain climber looking at the beautiful nature
7817954784.jpg," On the face of a smooth , steep rock , a man who is mountain climbing and who is attached to a blue rope that has been fastened to the rock , is seen from below ."
7817954784.jpg, The rock climber stands precariously on the face of a huge rock and adjusts his gear .
7817954784.jpg, A rock climber checking the terrain while staying near the safety cord .
7817954784.jpg, Man is climbing the wall to the top of the mountain .
7817954784.jpg, A man scales a large rock wall .
7818649060.jpg, A street performer is playing an odd instrument that 's a mix of a saxophone and some other kind of horn .
7818649060.jpg, A man wearing an orange shirt and a purple scarf plays a blue and brass saxophone for a crowd .
7818649060.jpg, A man playing two saxes with more members of a performance group in the background .
7818649060.jpg, A man is performing in the street playing two instruments at the same time .
7818649060.jpg, guy playing two instruments at one time .
7819772858.jpg, A man with a long-sleeved shirt and board shorts surfs towards the camera and leans over with his right hand in the water .
7819772858.jpg, A surfer digs his board deep in the water to cut the wave he is riding .
7819772858.jpg," Surfer coasts over some small waves , models for camera ."
7819772858.jpg, A man in a blue water suit surfs on a small wave .
